id_operacao,id_projeto,data_hora,veiculo_modelo,energia_consumida_kwh,tempo_utilizacao_min,receita_gerada_brl
7df14160-9760-4fe5-aa66-9cb2ee1b4147,10,2026-04-10 13:42:11,Volvo XC40,54.81,74,115.1
23662bc9-49de-419a-a116-5c57aa68b125,5,2026-02-19 09:18:11,GWM Ora,18.04,60,37.88
c68eeef9-c4c1-4f87-932d-1a3968e94445,10,2025-11-27 00:29:11,Volvo XC40,30.59,101,64.24
76bea241-b36f-40ac-b2af-aa42192056f5,16,2025-12-28 01:33:11,Volvo XC40,40.23,110,84.48
2342991a-5070-41c0-b67d-918c15717c37,19,2026-04-15 22:48:11,Volvo XC40,39.48,30,82.91
17f4f846-8980-4481-a534-e223b2fe27fe,5,2026-01-14 02:38:11,BYD Seal,15.12,82,31.75
fbd0a120-324d-4747-9b44-e66b9909726d,5,2026-03-06 10:06:11,BYD Seal,57.69,94,121.15
dbf324a7-a23f-41f4-975c-8cd95e85c3f4,4,2026-04-23 07:05:11,Volvo XC40,42.75,68,89.78
4432019e-1ce4-4a85-bfa8-6644540e4dcc,10,2026-05-06 00:10:11,Renault Kwid E-Tech,14.17,55,29.76
a1df90d0-a94c-4b43-81c9-86eccf3ff4ad,4,2026-02-23 14:29:11,GWM Ora,35.65,116,74.86
9adfc92b-5afe-4b93-85da-62b18d708ebd,12,2025-12-29 06:43:11,GWM Ora,43.78,32,91.94
21078470-4317-4393-9206-e95e3774c9b4,5,2026-04-29 23:02:11,GWM Ora,45.84,62,96.26
63c3172c-a2b1-4c12-ad1e-3cef52d00311,14,2025-09-08 05:42:11,Volvo XC40,36.13,59,75.87
f97bc2e9-2acf-4f68-b15d-fedacc052e80,12,2025-09-20 09:54:11,Porsche Taycan,12.72,71,26.71
62c5bd3a-bc2f-446e-91ff-22236217d137,19,2026-05-18 23:50:11,Volvo XC40,31.55,84,66.26
49ebf63f-48cf-4dca-a375-104722982686,16,2026-02-03 08:56:11,BYD Seal,34.62,32,72.7
7d94e3ab-bc6c-451f-b173-c67828444a4f,15,2025-10-11 03:19:11,BYD Seal,46.17,29,96.96
102967c7-fb6d-420a-bd06-d71f52d30aa3,4,2026-03-03 11:16:11,BYD Dolphin,15.22,49,31.96
897c47d9-4bd2-4f7c-9706-37ba057cd18d,10,2025-11-10 13:27:11,Renault Kwid E-Tech,56.28,81,118.19
e7a7b426-a7cc-44dc-b9d0-28c45544529c,4,2026-04-26 09:26:11,Nissan Leaf,22.02,119,46.24
c43b35bb-0ea6-4a71-b897-6ce790ba345f,12,2026-07-03 22:21:11,Porsche Taycan,13.95,105,29.29
e8df0a22-4743-4881-bb7a-a659a756df90,8,2026-01-02 22:37:11,Renault Kwid E-Tech,50.42,53,105.88
c0202307-c2b0-422c-8c1a-db783fd8d299,12,2026-03-19 21:02:11,BYD Dolphin,55.5,42,116.55
f521404c-d2af-447a-adfd-20670a20b99e,17,2026-05-21 13:46:11,Porsche Taycan,14.14,53,29.69
2dc0011e-ea60-4360-a811-ff43162b6585,10,2026-06-30 11:53:11,Renault Kwid E-Tech,49.17,85,103.26
97defb91-dd2e-4222-86ab-c9934b8ecc94,14,2026-05-26 10:40:11,Volvo XC40,46.75,45,98.17
1038bb0c-7684-4de3-a592-d790142644a3,16,2026-01-31 22:00:11,BYD Dolphin,17.58,55,36.92
7e1fadfb-b769-4b57-88ed-909664c80e57,10,2026-03-11 21:55:11,BYD Seal,12.77,82,26.82
8d157284-cdda-430e-8cba-b6a5bf959b90,6,2026-04-22 08:01:11,GWM Ora,43.01,34,90.32
a5f7e5ee-7590-4dcf-8424-20f145bd1737,12,2025-12-26 13:58:11,BYD Seal,36.42,27,76.48
8d26e5bd-bd70-46fa-a5bf-313a7a41f147,10,2025-11-01 03:38:11,BYD Seal,27.36,82,57.46
7b92cdfa-9a61-4c2e-a5c0-1c58e8e564a6,4,2025-10-01 04:47:11,GWM Ora,16.54,117,34.73
d1916f34-acf7-418c-9419-725b38f310f4,19,2026-01-13 01:15:11,BYD Dolphin,46.28,36,97.19
9465e38d-7c49-499a-a226-0fb4f6171dde,10,2025-11-12 00:46:11,Volvo XC40,23.46,118,49.27
feec76ef-0c11-45cf-95ce-3d8cd1abdc71,8,2026-01-10 23:28:11,Nissan Leaf,33.86,108,71.11
28903374-2b39-44ed-89c2-3f0e9f8734a5,13,2026-01-15 21:53:11,Nissan Leaf,51.77,58,108.72
a4d44339-87a7-4b7f-b765-2b7e7fbde9db,13,2025-11-14 11:34:11,BYD Seal,26.89,85,56.47
ca84fa8f-8e46-424c-903a-cccbf7bd62ae,17,2026-05-09 11:27:11,GWM Ora,12.21,32,25.64
3ba92628-7bba-4142-a0e1-d547b5b358e9,6,2025-09-24 23:18:11,BYD Seal,37.62,43,79.0
2b7e85d0-7551-46e3-a9f1-976ef14270a6,14,2026-05-06 11:04:11,Nissan Leaf,59.23,50,124.38
883f22f0-ddc7-4d2f-9468-8f664816039b,16,2025-08-26 10:20:11,Volvo XC40,45.59,82,95.74
a07b7525-e456-44c4-b218-3bbe07301a86,6,2025-08-24 04:52:11,Renault Kwid E-Tech,12.9,72,27.09
26a0aaf9-7f05-48c2-876a-d274a74cd42c,14,2026-06-06 04:17:11,BYD Dolphin,25.98,40,54.56
183ee548-06f7-4c56-ab50-2d61e0fb948c,10,2025-12-05 01:33:11,GWM Ora,30.93,89,64.95
8bc0c9ec-f32a-49bf-940a-5ac863b6cabd,13,2025-09-25 09:21:11,Volvo XC40,27.35,21,57.44
a5bd5764-dd5e-4c21-82dd-7cb6f0053e96,20,2026-05-17 01:28:11,BYD Dolphin,34.61,75,72.68
0a90843c-086d-4087-967d-a628af383a1c,15,2025-12-10 06:17:11,Nissan Leaf,23.44,101,49.22
e5040b6c-b4db-4c9d-993e-a09174d18a04,1,2025-11-07 08:14:11,Nissan Leaf,25.85,101,54.29
b5d8d720-29f0-4b7f-8a14-cff633e7a171,15,2025-07-21 00:30:11,Nissan Leaf,38.14,26,80.09
37cac376-56da-4a32-886a-5309c5a40b01,3,2025-11-13 02:02:11,BYD Dolphin,34.63,52,72.72
e525feb5-cd91-417d-a153-1326d3d3ca83,17,2025-10-27 08:57:11,Nissan Leaf,45.43,85,95.4
0895ade2-b3cc-412f-a5b3-841e16e7a9c8,8,2025-12-19 07:26:11,GWM Ora,35.65,69,74.86
7906fca6-a885-451b-a2de-8ab3a4d19d59,6,2025-11-20 23:26:11,BYD Dolphin,11.21,80,23.54
cd347188-515b-4460-9183-7357d827ab47,14,2025-11-16 01:36:11,BYD Dolphin,28.33,75,59.49
99aab9c8-a906-4756-b493-9bd0c61babc6,14,2025-08-20 14:09:11,Porsche Taycan,18.27,46,38.37
b786a7f0-7a68-4ef2-9816-73c545ca7635,14,2026-05-04 05:43:11,BYD Seal,20.84,34,43.76
1b0032df-2420-4a34-86fa-b83d33f8bd1f,13,2026-01-09 08:51:11,BYD Seal,23.28,36,48.89
37f72700-7324-4f2a-bd0b-348104db4f6f,5,2026-07-07 06:52:11,Volvo XC40,37.38,95,78.5
cd76529e-6caa-49e9-8392-7f5a1b26d6df,14,2026-01-02 07:08:11,BYD Seal,19.96,58,41.92
1b902300-6750-42b2-aa9e-8b1f54cb8081,12,2025-10-02 06:18:11,Nissan Leaf,28.86,31,60.61
481d6059-6921-4994-8916-2eea5b3edcb0,16,2025-09-04 10:41:11,Renault Kwid E-Tech,58.29,44,122.41
7773fa14-925b-4787-b6de-ed2eecde85a5,20,2026-01-20 14:08:11,GWM Ora,20.85,106,43.79
aae3b709-b6d5-4c93-8f5a-f6be84f4681d,13,2026-01-24 01:17:11,Nissan Leaf,51.55,100,108.25
c270e4ce-f713-456c-974a-7d817f9af678,1,2026-01-24 22:14:11,Renault Kwid E-Tech,47.63,88,100.02
ef73cf31-b2e6-4ee9-b2c6-122e402b17e6,3,2025-09-28 00:05:11,Porsche Taycan,54.8,111,115.08
92abc01a-88ab-4146-8e8a-cd2caff3aafc,19,2026-03-31 09:20:11,Volvo XC40,58.54,92,122.93
29966939-46a2-4f0f-a655-ebb494718c41,8,2026-03-14 02:24:11,GWM Ora,36.22,108,76.06
9876395f-2412-44cd-bac4-63bc2d7047b4,1,2026-06-16 12:07:11,BYD Seal,50.04,23,105.08
3cdfe4c8-d86a-4a09-9717-879476bfd20d,12,2026-02-02 08:48:11,GWM Ora,12.02,95,25.24
cef48f01-5f19-426f-b5cc-977dc9bd139e,17,2026-06-12 07:43:11,Nissan Leaf,23.4,105,49.14
6c853f4d-12dd-451e-b9dc-7332e00b1471,16,2026-05-08 09:54:11,Nissan Leaf,10.33,70,21.69
29fe8fb3-5b16-4ed7-9878-95a100bb9685,14,2026-01-23 06:09:11,Volvo XC40,51.0,25,107.1
49fe70f5-e2ea-44af-96d6-e6de96762967,14,2026-01-09 23:55:11,BYD Seal,11.4,74,23.94
2509f5ac-c07a-4555-a5ef-082de945f9a8,5,2025-11-20 14:22:11,BYD Seal,49.23,102,103.38
f5e02019-98c1-432b-8878-e590fc50727d,20,2025-12-16 06:08:11,BYD Seal,26.74,34,56.15
a3e090c8-0220-4296-a569-ceecce02bfb9,17,2026-06-14 13:26:11,Nissan Leaf,22.93,104,48.15
9bb1b5c5-a644-443a-ad1e-71a3ce3a99a0,20,2025-12-30 22:08:11,Renault Kwid E-Tech,49.59,119,104.14
bf5bbb7b-d453-4214-b32e-636b8f8eee33,13,2026-02-21 05:58:11,BYD Seal,11.19,93,23.5
9c2a817c-cdaa-4567-af56-b5b605a6c34c,5,2025-10-18 11:41:11,Porsche Taycan,40.32,115,84.67
9c9a4830-19c4-456d-9fca-d3ff29d8d950,19,2025-12-01 11:45:11,Renault Kwid E-Tech,29.58,39,62.12
96e74bab-01a0-4417-b12b-a063b5d3234d,12,2026-06-01 11:09:11,Porsche Taycan,42.67,115,89.61
2ea4ac58-a9f8-42a1-a010-3bd7cf426391,3,2026-01-06 12:34:11,Nissan Leaf,55.14,38,115.79
23d585db-1655-4d0c-8fb5-1cf8998bb175,12,2026-04-23 06:34:11,Porsche Taycan,37.64,51,79.04
455053f8-96e5-4ebe-8c35-e9f51a4a7a8e,14,2026-02-06 00:04:11,Nissan Leaf,59.26,55,124.45
498a35b5-dd48-4c22-b81c-5b87aa0f4188,13,2026-03-16 01:43:11,Nissan Leaf,11.1,71,23.31
7f65a5ca-36b1-4e79-882d-d07884b7ce94,10,2026-02-13 08:32:11,Porsche Taycan,21.42,82,44.98
2615572b-b431-4be2-822c-7a6a6ed6aeb4,14,2026-02-10 09:33:11,GWM Ora,36.67,77,77.01
eb99bdf3-32fd-495f-9c4a-f2ffb45f9fa2,4,2025-09-14 00:31:11,GWM Ora,52.41,91,110.06
36c50f68-9c73-430d-a260-b199db5530bd,6,2026-02-01 08:20:11,Porsche Taycan,28.75,89,60.38
ad00ff00-5963-4726-8e52-e7ff876e00fa,8,2026-06-19 05:02:11,Porsche Taycan,25.63,58,53.82
abf97dad-ca66-4f38-8814-8808bcd4244a,5,2026-06-13 23:37:11,Renault Kwid E-Tech,57.01,116,119.72
c4db9f0a-1269-4f17-ac04-24b205f62d67,3,2025-10-06 00:22:11,Nissan Leaf,59.93,92,125.85
66d71908-7c96-4186-9054-dba0d6da56c7,20,2025-10-10 14:31:11,GWM Ora,47.09,107,98.89
c351620f-6775-48af-a59a-f8550aa3f278,19,2026-04-20 09:57:11,Nissan Leaf,52.45,102,110.15
9ec921dd-7584-463d-981b-9c107076788c,14,2025-08-02 07:09:11,Porsche Taycan,12.81,74,26.9
dcc38864-c8a4-4798-bd31-e505ed5d4ee0,14,2025-08-12 09:47:11,Volvo XC40,52.15,41,109.52
ff8aeeaf-121c-470e-ad0f-b70ae5c252c9,1,2026-06-03 13:52:11,BYD Seal,10.87,47,22.83
4402190a-d869-4e5f-b701-08e65e541d1b,12,2026-03-09 02:58:11,BYD Dolphin,55.03,29,115.56
83ce510f-bb5b-46c6-bf2d-aea13acaa3a5,16,2025-12-05 09:45:11,BYD Dolphin,16.39,48,34.42
08cd1b70-881c-481b-8ab9-dd49f0f0fa6d,12,2026-03-11 03:06:11,GWM Ora,38.3,76,80.43
8790c02a-dee0-49f8-a8a4-04084e8b83a1,20,2025-08-25 04:31:11,Nissan Leaf,31.91,81,67.01
ddd283f6-17b4-4de3-ad60-aba9272974c2,5,2025-12-12 11:07:11,Porsche Taycan,14.15,75,29.72
a1d1464a-26a5-4554-8cfe-63c546c1f8f7,8,2026-06-11 21:50:11,BYD Seal,35.6,70,74.76
b4130450-f4e8-454b-b20e-b624e82d4c0e,4,2026-03-07 06:12:11,Porsche Taycan,24.51,99,51.47
a17f9f8b-7751-4d83-ad4e-6d806c86eda7,13,2026-05-14 01:26:11,Volvo XC40,27.02,100,56.74
8cc488ab-efdf-45d6-b638-ca7469e74596,14,2026-03-22 11:17:11,Nissan Leaf,56.82,48,119.32
7ba418b6-0c3b-43a1-9006-c255c8778333,6,2026-02-06 09:49:11,BYD Dolphin,38.98,91,81.86
9e3864ac-f20d-4bc8-85c6-88b57ef7a7a6,17,2025-10-26 11:35:11,Volvo XC40,47.18,23,99.08
590a55f9-31cb-4086-99e2-197329294800,14,2025-12-06 08:45:11,BYD Dolphin,34.47,117,72.39
1df89419-7f2f-48b2-8fcd-f08baf0d6ac1,14,2026-01-27 10:06:11,GWM Ora,18.42,34,38.68
ebf3554b-e40e-4a87-ba0d-ad0a724683f8,4,2025-12-03 10:51:11,Renault Kwid E-Tech,27.73,34,58.23
ef484c32-a1f9-4ba4-8720-4fbc0347bdbe,20,2026-01-17 04:13:11,Nissan Leaf,32.82,33,68.92
34c865d8-6a66-4e2b-a813-34f7bc7e9e93,4,2026-07-10 13:50:11,BYD Dolphin,22.98,89,48.26
1b256a00-e9a0-43a3-9dbc-c5e3f55a93d6,12,2025-08-22 02:07:11,Volvo XC40,19.53,59,41.01
4667c220-3103-4368-b491-1e3027d4d99e,8,2025-08-27 12:07:11,GWM Ora,41.95,46,88.1
9b0b13cb-a60b-4de0-972e-b1cc646055e0,19,2025-10-25 23:22:11,Porsche Taycan,39.08,22,82.07
4aec4a66-97e1-4241-bd67-1e493223a58e,8,2025-11-16 01:25:11,Porsche Taycan,25.88,50,54.35
2c9c9f01-86c1-4c35-9546-52e279f652f8,8,2026-06-20 14:01:11,BYD Dolphin,59.9,108,125.79
9c110fd4-2b7c-4406-ba6d-a2c03e57d03b,14,2025-07-14 23:50:11,BYD Seal,16.1,26,33.81
f685e6aa-29db-4859-8383-52a7415229b8,6,2026-06-29 22:57:11,Nissan Leaf,48.21,95,101.24
c5d68fbb-5059-4d08-82eb-40689faa1fbc,13,2026-03-15 23:27:11,BYD Seal,48.26,30,101.35
7178d5ad-12c4-4859-b450-9d6257a218c2,5,2026-03-31 10:28:11,Volvo XC40,24.52,102,51.49
958ee053-772a-4edf-a740-2cd3153003e1,13,2026-04-06 01:39:11,Nissan Leaf,13.51,65,28.37
b8dc642b-67a0-4027-8573-9910466f59ab,1,2026-02-28 10:01:11,Porsche Taycan,12.3,71,25.83
126511a9-0a45-454d-83c5-a47204ba7dd5,6,2025-08-20 11:30:11,Renault Kwid E-Tech,38.07,53,79.95
3a70e97b-2dd3-40e6-aa63-66dc12edcbc6,20,2026-03-28 14:14:11,Volvo XC40,44.74,64,93.95
cb8c084e-2efe-46eb-ba61-bc007f330e3e,5,2026-06-21 00:41:11,Renault Kwid E-Tech,27.64,92,58.04
5d39896f-efc8-49f5-bf2d-c261673067c6,4,2025-12-11 02:19:11,Volvo XC40,17.61,81,36.98
3e279a5d-645c-4cde-8137-2a8144e04e38,15,2026-01-09 13:28:11,Volvo XC40,36.62,117,76.9
cd2a7e72-3d7a-4c3f-8ae7-a8ab31004659,12,2025-09-07 12:27:11,GWM Ora,42.27,109,88.77
6d5f4a9d-976b-497b-a311-312c87789dc6,3,2026-05-31 09:12:11,Porsche Taycan,15.05,65,31.61
00ca8bb0-1845-4308-9d8b-ae15bb85e830,1,2026-01-24 22:43:11,BYD Dolphin,23.57,53,49.5
ef1d39b7-7d54-4039-be71-5040c73e3896,12,2025-12-29 14:07:11,Nissan Leaf,53.52,79,112.39
19408394-56ba-413b-b5c5-8ae03e8f0a28,19,2026-06-10 03:52:11,Porsche Taycan,24.59,38,51.64
aef7b90f-aa55-4830-b77f-9babb8c655a9,17,2026-03-07 02:14:11,BYD Dolphin,22.54,65,47.33
eb47a526-acf1-40cf-9ec8-b192583dcd95,17,2025-11-08 05:16:11,Porsche Taycan,30.26,24,63.55
6db100a3-3519-4dc4-a3a4-8bce947fee40,13,2026-02-05 11:47:11,Nissan Leaf,27.63,49,58.02
67086bf5-26ae-4fbc-b5a8-de4e52019c0d,3,2026-02-10 11:26:11,BYD Seal,38.62,107,81.1
a29e245a-a318-4808-8baf-f23f7e78dd7f,17,2026-07-10 12:38:11,Porsche Taycan,40.89,88,85.87
9e82d9a5-525d-4d9b-a89a-33975dc81dbb,19,2025-12-10 06:48:11,BYD Dolphin,21.62,104,45.4
d635db34-767c-4c47-aed7-519b65c242a0,8,2026-03-18 10:53:11,Volvo XC40,48.4,51,101.64
bb566b18-9445-4092-bf52-38224ec5ef2a,20,2025-12-27 22:57:11,Volvo XC40,43.94,88,92.27
90bc19b2-55fb-422e-978b-7b4565fe0a47,17,2025-11-20 05:14:11,GWM Ora,26.38,88,55.4
18e32b22-cd3b-42ed-9739-f003b06614a1,8,2025-11-18 04:09:11,Volvo XC40,48.71,85,102.29
16752e5e-631c-46a6-a572-4256b1d88b98,8,2025-12-23 07:43:11,GWM Ora,20.59,45,43.24
7f781942-88fb-41ab-bfd1-b0c257ebe26b,20,2025-10-10 09:44:11,Nissan Leaf,57.85,80,121.49
70d180be-7f9d-48ac-af8f-6cbf2f13f4ec,13,2025-11-22 22:12:11,Nissan Leaf,35.98,74,75.56
adf85650-1f6a-4478-a6b2-e10235b36584,16,2026-01-23 23:14:11,BYD Dolphin,10.16,75,21.34
eec33db1-5fb6-4871-b18c-836a2f9402a3,12,2026-02-23 02:41:11,BYD Dolphin,41.0,111,86.1
2261fd4d-1dc9-4123-a1c8-1d1db6c54f42,5,2026-05-08 21:25:11,BYD Dolphin,57.18,44,120.08
300e7063-595c-485f-8ceb-6b12b63237d7,3,2026-02-07 04:20:11,Porsche Taycan,10.89,36,22.87
46d7c62d-d714-4f2e-b1cf-67fc6222fc92,14,2026-07-09 04:48:11,Renault Kwid E-Tech,39.53,90,83.01
df4086e5-2467-40f1-b14c-ff551e775a37,10,2025-12-18 04:50:11,BYD Dolphin,43.33,110,90.99
f5d2a4d7-8d4d-4b83-a641-3d354e41f322,12,2026-07-09 00:09:11,Porsche Taycan,10.82,38,22.72
a3f157ae-d597-45b4-b121-3547ba82e43b,16,2026-04-22 11:07:11,Porsche Taycan,37.19,36,78.1
3cd8b10e-300c-4d22-ba31-804f08931605,8,2026-05-22 03:04:11,Porsche Taycan,16.09,51,33.79
7bf08ee0-7622-4ec5-bd34-8846c77a8dec,8,2025-07-31 06:09:11,BYD Dolphin,17.27,90,36.27
e18d02dd-5730-44c3-b829-ddb50ff33b54,13,2026-04-08 11:05:11,GWM Ora,48.23,22,101.28
896cee02-bffc-4519-ae83-71351a801da8,5,2025-08-16 13:04:11,Porsche Taycan,34.66,29,72.79
3c406829-ed55-431c-9b7a-a491c9298984,19,2025-12-21 21:19:11,BYD Seal,17.43,59,36.6
b5f47b52-ca6a-43ab-b9e5-c9e66fd9b6d1,3,2025-08-29 21:15:11,BYD Dolphin,40.94,86,85.97
88bd2b5e-d5db-40bf-a599-520136389223,16,2026-05-28 13:46:11,GWM Ora,57.36,65,120.46
c0878b2c-a2a4-4c90-a651-ba16afdea0d0,17,2025-09-05 11:04:11,Volvo XC40,10.86,37,22.81
e79c6912-4f89-4850-b8da-6ee424cbda61,15,2026-06-18 22:30:11,BYD Seal,14.72,98,30.91
b346d5aa-9242-4e32-aff7-72211879ca8d,16,2026-06-24 10:45:11,Volvo XC40,12.13,44,25.47
4ab75d1f-0326-46e1-a6fe-f48a505bedd2,5,2025-11-13 12:52:11,Renault Kwid E-Tech,52.0,85,109.2
27dcccea-9387-4001-b7e3-e517e34e76c1,4,2025-07-13 00:41:11,Volvo XC40,29.57,67,62.1
34912790-ffc6-4a1e-be70-9833a64e6c7c,8,2025-08-04 09:06:11,GWM Ora,35.93,118,75.45
d2c19ef5-0a89-42e5-9563-e4149988ce8b,10,2026-04-25 00:47:11,Volvo XC40,46.87,41,98.43
e49f1ffe-d1a2-4f19-bb42-e106d6331630,15,2025-08-15 13:55:11,BYD Dolphin,24.5,59,51.45
85053b73-fc98-44a3-910c-297a9d519ebf,12,2025-08-25 21:13:11,Renault Kwid E-Tech,37.67,62,79.11
0088ac3c-e433-49d7-b0ca-40a6b0c26aa0,4,2025-07-22 04:45:11,Renault Kwid E-Tech,24.98,34,52.46
b40afb86-e282-424e-aa3e-3aefaa245a9c,20,2025-11-14 03:06:11,Renault Kwid E-Tech,10.58,105,22.22
200c186f-e1c1-400b-b869-138b408c8dd5,5,2026-03-30 06:28:11,BYD Dolphin,47.98,65,100.76
92535cd5-1743-42b5-a715-0fcd2a8e9da4,8,2025-11-22 05:20:11,Volvo XC40,43.27,111,90.87
7f04c71c-6896-409b-b17e-509800b1bb2f,8,2025-10-21 08:43:11,Renault Kwid E-Tech,13.27,52,27.87
8ba050dc-4635-459c-8b0e-c8000abf1c40,6,2026-06-23 22:07:11,Nissan Leaf,12.13,85,25.47
18bac93a-ee2c-480f-aae9-16053a9d33f6,20,2026-03-30 08:14:11,Porsche Taycan,40.06,37,84.13
83d0eb1b-08a6-46d4-931b-9427dc3d138f,3,2026-06-11 01:23:11,Volvo XC40,19.06,114,40.03
6c2c17b5-6e9a-445d-99c9-894fc0b8f4a1,14,2025-12-16 01:02:11,Volvo XC40,52.25,35,109.73
79923064-707f-4ab4-9609-89f8998df005,16,2025-08-23 09:52:11,BYD Seal,20.01,82,42.02
00895243-5779-465d-a2ed-70da56367952,15,2026-05-08 06:49:11,BYD Dolphin,23.59,24,49.54
374e6ed3-6199-45c9-8be9-e9c9bf2511f7,13,2026-03-30 13:21:11,Renault Kwid E-Tech,37.87,95,79.53
41505c6d-7426-439a-9ec4-c5aa8e89b465,10,2026-05-31 02:40:11,Porsche Taycan,18.37,80,38.58
ee3af3a2-7083-4aa1-be2e-ccf9c8b0c583,14,2026-03-16 10:21:11,Nissan Leaf,11.34,76,23.81
fb77d6ef-3a02-49dd-95e4-08258d86b018,13,2025-10-17 01:44:11,GWM Ora,43.84,85,92.06
a6753f0a-f8ab-4821-a01e-9b7cd2af17d3,6,2025-08-09 08:13:11,BYD Dolphin,18.24,114,38.3
17d1a908-e163-459d-b983-af53f26ea2ae,15,2026-05-25 22:12:11,Renault Kwid E-Tech,14.69,48,30.85
447669e0-af83-4c83-94a8-c12bda1d8457,12,2025-11-30 22:21:11,BYD Dolphin,56.26,81,118.15
ceb4e6eb-b62a-49b0-9050-d83c3960da13,10,2025-08-05 13:18:11,BYD Dolphin,49.32,67,103.57
5c84b41b-0e21-47e6-97c2-3ac0bec5899f,5,2026-05-05 23:18:11,Porsche Taycan,43.89,57,92.17
bade0337-212e-4718-b6bb-c0dacd59e61d,3,2025-10-18 03:00:11,Porsche Taycan,21.37,116,44.88
93ab3055-743e-46fe-b5fd-d6471684f45b,3,2026-01-03 03:09:11,Renault Kwid E-Tech,35.04,50,73.58
a6695a95-e51f-4a56-b418-856352bd07e3,15,2025-10-01 14:32:11,Nissan Leaf,48.02,77,100.84
25a90539-a9a6-4cbf-a9c8-eab3df20bada,12,2026-01-30 12:16:11,GWM Ora,41.43,49,87.0
b7a19f27-7a45-4162-b4df-25e22e314151,17,2026-06-24 00:57:11,Volvo XC40,34.74,119,72.95
328fdf1f-c478-42a4-bf41-66731e894e2d,15,2025-08-23 22:58:11,BYD Seal,53.88,36,113.15
a83cf5ab-5851-4fb9-bec1-dcc012df1905,20,2025-08-09 22:08:11,Porsche Taycan,39.01,55,81.92
a4ca159a-b4ad-4847-a018-7b8d8f2e046a,17,2026-04-21 11:53:11,Renault Kwid E-Tech,43.65,81,91.67
d8097392-55d5-4dc2-a15a-41335c99e252,15,2025-10-01 10:58:11,GWM Ora,35.52,47,74.59
5abf35ca-373c-405b-a6ac-babb53d6b65d,5,2026-01-19 12:14:11,BYD Seal,39.9,82,83.79
04945f94-99e9-427c-a74c-6f891a8936a1,3,2026-05-06 08:45:11,Volvo XC40,23.65,41,49.66
59c0bb89-d7b3-4175-80d8-27ed0f3dcdab,1,2026-02-12 05:23:11,Volvo XC40,54.62,77,114.7
3f4504b4-74d5-44a0-baaf-c4bc6f5ac72c,16,2025-09-27 14:14:11,Renault Kwid E-Tech,13.61,67,28.58
f2d3e58f-7063-499d-b9c2-059335d6f7a2,13,2026-05-14 01:45:11,BYD Dolphin,53.25,91,111.83
26547cd4-5c3a-4204-afd7-0fe2f97de51f,12,2026-04-17 01:29:11,BYD Dolphin,32.93,75,69.15
d36011b2-8669-4ff8-8482-6f744ea7f7ff,1,2026-06-10 05:01:11,BYD Seal,38.0,67,79.8
65731e30-fa98-41ac-850a-11ed6b4b058a,14,2025-09-13 11:41:11,GWM Ora,18.08,103,37.97
27101e00-3985-414a-84b7-35928196eea1,4,2025-11-10 13:06:11,Nissan Leaf,49.12,113,103.15
da79de45-70eb-4d2d-aeb0-c29671dfec63,12,2026-07-11 05:26:11,BYD Dolphin,45.16,99,94.84
3aae8653-ced5-4d47-bf11-045f100a0394,12,2026-05-26 04:11:11,Renault Kwid E-Tech,24.51,58,51.47
4df8d2a6-ba84-40bb-9f0c-da6fa41d9fa1,14,2026-04-10 02:22:11,BYD Dolphin,30.74,27,64.55
770ee7d4-4692-451a-8111-d5fb32868663,12,2025-12-16 02:11:11,Nissan Leaf,38.46,74,80.77
d39561c6-a1ac-4049-a6c8-ebce46c496d2,1,2026-03-09 23:32:11,Nissan Leaf,58.54,60,122.93
eebe73f7-8c51-4cc2-a1bd-30c153079521,8,2026-07-06 14:28:11,Porsche Taycan,20.09,37,42.19
7b51fde5-8802-40e2-a50f-0796d9c7ad71,17,2026-03-05 00:44:11,BYD Seal,27.4,105,57.54
edff38d8-ce1b-4810-887f-6bf1fa857630,17,2025-08-22 04:36:11,Renault Kwid E-Tech,22.44,91,47.12
1658f6ab-7fc5-4a3a-a5cb-e58b6681477a,15,2025-11-27 04:43:11,Nissan Leaf,18.88,79,39.65
78dc845f-3a4a-457b-9d5f-e6c4b313b05e,6,2026-02-17 01:07:11,Renault Kwid E-Tech,41.8,100,87.78
43f0ec10-1354-4438-9ba7-ae84faa5588b,5,2025-07-20 23:01:11,Volvo XC40,19.18,118,40.28
c5bfa835-3b2b-4840-bfe9-44290a5670c8,15,2026-01-13 05:59:11,Renault Kwid E-Tech,52.65,107,110.56
16cb88d1-ca08-40e8-b3be-1efb6e793485,19,2026-03-03 13:17:11,Porsche Taycan,30.81,26,64.7
914ba17d-28e9-4126-913b-19bc32f418d8,15,2026-03-31 00:59:11,Renault Kwid E-Tech,47.7,69,100.17
39d3c4ca-5125-4e75-9383-23ed711d7627,6,2025-12-31 01:03:11,GWM Ora,21.94,35,46.07
ce7217cd-5d21-45c3-a68a-03cd84d086ba,8,2026-06-01 01:00:11,BYD Seal,43.4,29,91.14
a5e0a03d-8433-4d5e-8e15-e1565ee69a72,20,2026-03-30 12:46:11,Nissan Leaf,14.04,26,29.48
cec449cf-d0dc-49d8-8653-f738fd385a33,14,2025-08-03 13:28:11,Porsche Taycan,40.03,77,84.06
8c908a00-3f63-460c-b152-d211eceaef55,1,2026-02-14 05:32:11,GWM Ora,45.26,46,95.05
580d0ee3-fe9f-427c-b06e-a2c333495133,13,2025-10-20 06:25:11,BYD Dolphin,21.94,71,46.07
