id_operacao,id_projeto,data_hora,veiculo_modelo,energia_consumida_kwh,tempo_utilizacao_min,preco_kwh_brl,receita_gerada_brl,data_referencia,ano_mes,hora_recarga,custo_energia_brl,margem_bruta_brl
950df1a0-7aaf-4001-9912-316afd9e8e20,24,2025-08-25 08:34:01,BYD Dolphin,54.63,65,2.49,136.03,2025-08-25,2025-08,8,49.17,86.86
ec6a37ad-81b1-4db9-88cc-4d49669b29b8,4,2026-01-23 17:24:11,GWM Ora 03,51.96,67,1.99,103.4,2026-01-23,2026-01,17,46.76,56.64
6b15c11b-b113-450b-9ea0-50c6eb9ed274,24,2025-10-21 20:00:14,Porsche Taycan,47.16,65,2.29,108.0,2025-10-21,2025-10,20,42.44,65.56
f7eae66e-ca6c-4f9b-8969-71018b2c550a,8,2025-10-21 08:52:39,GWM Ora 03,41.26,66,2.1,86.65,2025-10-21,2025-10,8,37.13,49.52
cff2b1c4-e53f-4644-b39e-4df25c0a1feb,1,2025-08-02 14:31:57,BYD Seal,45.2,101,2.1,94.92,2025-08-02,2025-08,14,40.68,54.24
ea163354-a35f-49c1-9804-95628972abbd,6,2026-02-02 09:55:17,Nissan Leaf,38.46,44,2.49,95.77,2026-02-02,2026-02,9,34.61,61.16
3f8c1097-c4da-4c2e-9bff-a27915c1604f,5,2026-06-17 11:04:37,Volvo EX30,16.41,92,1.99,32.66,2026-06-17,2026-06,11,14.77,17.89
2a9528c3-5ae1-4bad-aa29-60fda85894df,26,2025-11-08 22:46:50,Porsche Taycan,23.72,88,1.99,47.2,2025-11-08,2025-11,22,21.35,25.85
902f3465-0b57-4720-9cd8-758ba5a1c825,16,2026-05-25 14:43:35,Porsche Taycan,54.16,106,1.99,107.78,2026-05-25,2026-05,14,48.74,59.04
a590fd3c-ad6e-4c57-a520-c3d0fbcdbf5e,9,2026-06-12 07:54:20,BYD Dolphin,31.63,107,2.49,78.76,2026-06-12,2026-06,7,28.47,50.29
54e38579-c0af-4193-b780-ef2f664d5922,27,2026-04-06 20:31:23,BYD Seal,35.86,26,1.99,71.36,2026-04-06,2026-04,20,32.27,39.09
1b1f2eb1-6e32-45a8-8bd5-cc86f73936e9,7,2025-12-04 19:34:28,Volvo EX30,25.81,30,2.49,64.27,2025-12-04,2025-12,19,23.23,41.04
38d5101f-423c-4d9d-993e-478302b34254,3,2026-05-03 06:47:14,BYD Seal,58.9,45,2.49,146.66,2026-05-03,2026-05,6,53.01,93.65
8ed8a80d-84cf-4e39-bf31-c29f82bbad84,1,2025-10-07 16:19:04,GWM Ora 03,41.3,75,1.99,82.19,2025-10-07,2025-10,16,37.17,45.02
38958939-9342-409f-b00a-c64c949cd8d4,8,2025-07-27 16:53:16,Volvo EX30,22.36,26,2.49,55.68,2025-07-27,2025-07,16,20.12,35.56
768b4f7e-6421-4e66-9fc6-4cd0721e8b1f,28,2026-01-01 22:50:15,BYD Dolphin,57.18,100,2.49,142.38,2026-01-01,2026-01,22,51.46,90.92
b0c07fcc-96ad-44df-adf7-5924c5b8386b,13,2026-02-28 09:05:03,Renault Kwid E-Tech,55.84,108,2.49,139.04,2026-02-28,2026-02,9,50.26,88.78
ff69723d-584f-485b-a697-384d801e8690,11,2025-08-17 10:03:58,Nissan Leaf,50.12,100,1.99,99.74,2025-08-17,2025-08,10,45.11,54.63
4ba17233-1ac3-4f31-bb96-e2d10649bcf6,11,2026-02-21 08:06:43,Renault Kwid E-Tech,12.79,68,1.99,25.45,2026-02-21,2026-02,8,11.51,13.94
15fa9483-f633-4c2d-aba9-00e16a7d5d96,17,2026-02-05 09:39:48,GWM Ora 03,30.56,79,1.99,60.81,2026-02-05,2026-02,9,27.5,33.31
baeb286b-f0d0-470f-94d1-3d551db6b844,17,2026-02-19 09:21:41,Nissan Leaf,56.88,62,1.99,113.19,2026-02-19,2026-02,9,51.19,62.0
57d337d3-4fd8-4bbb-992c-11072444d301,21,2026-05-11 12:06:06,Renault Kwid E-Tech,10.61,44,1.99,21.11,2026-05-11,2026-05,12,9.55,11.56
8567c805-34f5-41c0-88c5-eb2a7490adeb,18,2026-05-04 10:40:32,Porsche Taycan,22.81,99,2.49,56.8,2026-05-04,2026-05,10,20.53,36.27
18fdd2b9-79e5-49aa-992a-35497ba109d0,5,2026-02-27 11:15:08,Volvo EX30,49.85,94,1.99,99.2,2026-02-27,2026-02,11,44.86,54.34
73d39457-b25f-43df-b8d4-9848702ba49f,5,2026-02-23 22:41:48,GWM Ora 03,27.89,59,2.1,58.57,2026-02-23,2026-02,22,25.1,33.47
0b705933-4cde-4b6b-9132-567c51a40d2a,2,2026-05-19 16:18:23,BYD Seal,58.51,84,2.1,122.87,2026-05-19,2026-05,16,52.66,70.21
05c8234b-1d76-4a66-b5f5-9cb0cf685878,23,2026-04-27 07:27:22,BYD Seal,19.77,120,2.1,41.52,2026-04-27,2026-04,7,17.79,23.73
1bff3142-a5e1-4b55-97d3-f4ddd963dc72,22,2025-08-19 16:12:42,Porsche Taycan,33.79,62,2.49,84.14,2025-08-19,2025-08,16,30.41,53.73
ee0f65a8-2a13-4c1f-8cd0-15c1ad5900dd,4,2026-05-07 16:39:19,GWM Ora 03,30.93,25,2.1,64.95,2026-05-07,2026-05,16,27.84,37.11
84182d35-3e71-4433-bd90-b81afbe0e6b8,17,2026-03-25 13:58:00,Nissan Leaf,41.94,47,2.1,88.07,2026-03-25,2026-03,13,37.75,50.32
54bbbcf8-28fe-4761-8d49-fe3f2ca8f783,29,2025-11-14 21:47:49,Porsche Taycan,57.63,68,2.29,131.97,2025-11-14,2025-11,21,51.87,80.1
76492e64-f55d-4e6d-ad26-8b378f5242d3,1,2025-10-28 18:11:52,BYD Dolphin,59.49,65,2.29,136.23,2025-10-28,2025-10,18,53.54,82.69
a137f8e4-67b1-4040-8c39-b9253b5ae288,23,2025-07-30 23:07:09,Nissan Leaf,24.53,117,2.1,51.51,2025-07-30,2025-07,23,22.08,29.43
a84554c3-a3f6-4c61-afb7-0dab2f383b43,8,2026-01-15 07:01:12,Volvo EX30,19.89,112,2.1,41.77,2026-01-15,2026-01,7,17.9,23.87
bcc57be0-0779-450a-a544-e3136ea05d13,1,2025-10-12 16:54:35,BYD Seal,22.3,53,2.1,46.83,2025-10-12,2025-10,16,20.07,26.76
7317591a-3283-4aa4-a212-ab7c9d361cb6,13,2025-09-04 06:53:43,BYD Seal,16.86,59,1.99,33.55,2025-09-04,2025-09,6,15.17,18.38
0123a348-638a-4df6-adf7-2cd3979aa051,19,2026-03-05 13:23:51,Renault Kwid E-Tech,28.62,99,2.1,60.1,2026-03-05,2026-03,13,25.76,34.34
47419b48-34ae-4abd-b6fc-e0acb4698db3,29,2026-02-22 08:07:09,BYD Seal,54.14,44,2.1,113.69,2026-02-22,2026-02,8,48.73,64.96
cbc72f1a-cf08-4a54-b429-9924c0986750,23,2026-04-13 18:44:23,BYD Seal,25.9,25,2.49,64.49,2026-04-13,2026-04,18,23.31,41.18
ccac2fb5-1a0c-4c04-93cd-129110042d82,13,2026-05-26 12:54:34,BYD Seal,24.71,26,2.1,51.89,2026-05-26,2026-05,12,22.24,29.65
5da49cb9-2fdc-4992-8971-8eeadf3a098a,7,2026-06-02 14:55:08,Porsche Taycan,52.58,30,2.49,130.92,2026-06-02,2026-06,14,47.32,83.6
1d2c2721-7522-4646-b273-75bf5373bf4d,18,2026-03-12 08:10:32,Nissan Leaf,29.41,79,2.29,67.35,2026-03-12,2026-03,8,26.47,40.88
7d4ed26e-dcd5-4fae-abb3-16a743299780,26,2025-10-14 16:45:23,GWM Ora 03,36.27,80,2.49,90.31,2025-10-14,2025-10,16,32.64,57.67
503b4078-a39c-4ec6-b746-4c02871854c1,7,2025-11-29 18:40:58,BYD Seal,49.53,45,1.99,98.56,2025-11-29,2025-11,18,44.58,53.98
647dc392-9c7e-4575-a37d-dcd698d3148b,21,2026-03-03 13:25:13,BYD Seal,25.3,67,2.49,63.0,2026-03-03,2026-03,13,22.77,40.23
5a1baf0e-5911-46dc-9d3e-503a9645f0e4,17,2025-11-22 23:05:08,Nissan Leaf,47.58,65,2.29,108.96,2025-11-22,2025-11,23,42.82,66.14
2c2ac34b-9e0b-4b01-b536-59efd873dad9,17,2025-11-09 07:29:32,GWM Ora 03,41.06,75,2.49,102.24,2025-11-09,2025-11,7,36.95,65.29
ccf4ffb0-b4bb-473f-ac70-51d1d051267f,1,2026-02-09 17:51:31,BYD Seal,25.85,76,2.49,64.37,2026-02-09,2026-02,17,23.26,41.11
97154633-9d4e-4b71-ab2e-c80e4c255823,11,2025-11-11 14:41:04,Renault Kwid E-Tech,27.95,84,1.99,55.62,2025-11-11,2025-11,14,25.16,30.46
502cf0ee-224a-46a6-ac0f-680115b24e1d,4,2026-04-03 23:41:05,BYD Dolphin,49.29,29,2.1,103.51,2026-04-03,2026-04,23,44.36,59.15
1df05d18-4e2d-4255-bd13-1a3d1e2c2e7d,9,2026-01-15 07:34:12,Volvo EX30,26.69,115,2.29,61.12,2026-01-15,2026-01,7,24.02,37.1
243012da-b185-4eb8-9f90-fc872edc017e,28,2026-06-29 14:12:45,Porsche Taycan,40.2,114,2.1,84.42,2026-06-29,2026-06,14,36.18,48.24
98af5cca-6b11-47cb-a372-542482c56b21,29,2026-04-19 14:00:49,GWM Ora 03,24.97,71,2.29,57.18,2026-04-19,2026-04,14,22.47,34.71
6c4c450b-623a-40fc-9326-7d25234b4562,15,2026-05-07 06:30:41,BYD Seal,35.63,49,2.1,74.82,2026-05-07,2026-05,6,32.07,42.75
8991b01a-a2b0-4c4b-bc96-6b552f8d8ded,27,2025-10-30 21:14:33,Renault Kwid E-Tech,39.35,79,2.49,97.98,2025-10-30,2025-10,21,35.42,62.56
ee4205ee-a52f-43ec-ab4e-2281b184d1fc,7,2026-01-05 08:20:54,GWM Ora 03,19.39,77,2.49,48.28,2026-01-05,2026-01,8,17.45,30.83
2ab7b2ef-8e0e-4033-ac59-1da8fff96acf,11,2026-04-26 06:23:08,Porsche Taycan,38.88,21,2.1,81.65,2026-04-26,2026-04,6,34.99,46.66
2fe5b140-23ea-4956-89f1-137d7d592e19,28,2026-03-27 17:21:14,Renault Kwid E-Tech,30.96,108,2.49,77.09,2026-03-27,2026-03,17,27.86,49.23
9e91a71c-7374-4cbf-978c-57d3508850d3,5,2026-04-16 15:20:37,BYD Seal,11.16,62,1.99,22.21,2026-04-16,2026-04,15,10.04,12.17
f3abea0d-5be9-4db3-9d92-dd7c0db977a9,20,2026-05-01 18:24:13,GWM Ora 03,57.43,44,1.99,114.29,2026-05-01,2026-05,18,51.69,62.6
31f3f0c0-22f3-4068-bc0f-549d02740f73,3,2026-03-15 09:21:36,BYD Seal,58.1,33,2.29,133.05,2026-03-15,2026-03,9,52.29,80.76
8fc3d7d3-f6bd-40c7-a24a-2a50d0b1fde0,1,2026-06-25 23:11:02,BYD Seal,51.32,45,2.49,127.79,2026-06-25,2026-06,23,46.19,81.6
68bd075b-7eb6-481e-a72f-947d816462cb,17,2025-08-19 18:18:13,BYD Dolphin,21.65,67,1.99,43.08,2025-08-19,2025-08,18,19.48,23.6
b5cbe3f5-6a66-4184-bde1-bf5daf4847f0,15,2026-04-06 06:10:20,BYD Seal,52.99,34,2.49,131.95,2026-04-06,2026-04,6,47.69,84.26
2ad11fe8-7d1b-495e-b1a0-449dd703262f,7,2025-09-19 23:26:30,BYD Seal,47.16,46,2.49,117.43,2025-09-19,2025-09,23,42.44,74.99
cbbed980-07e6-4cb0-90bd-e9001529e6f5,22,2025-12-20 19:52:45,Nissan Leaf,43.24,59,2.1,90.8,2025-12-20,2025-12,19,38.92,51.88
085eb489-4ac6-4780-b874-9f3cc2d49b56,7,2026-05-11 12:32:45,BYD Dolphin,44.24,38,2.29,101.31,2026-05-11,2026-05,12,39.82,61.49
49e64c22-89a0-47eb-b98f-569b465cc2cb,19,2026-02-28 08:52:25,Volvo EX30,40.24,92,2.1,84.5,2026-02-28,2026-02,8,36.22,48.28
90ce77e9-7513-43b9-87de-96ea2b0fbe44,11,2026-03-23 20:29:36,Porsche Taycan,11.95,78,1.99,23.78,2026-03-23,2026-03,20,10.76,13.02
7eccdaf4-c413-4dc2-85c5-ae8abe15ad12,16,2026-01-08 15:25:39,BYD Seal,51.17,42,2.1,107.46,2026-01-08,2026-01,15,46.05,61.41
929d6377-1cfb-455f-82c4-2e488cbadae5,26,2026-05-27 19:29:24,Nissan Leaf,55.54,32,2.1,116.63,2026-05-27,2026-05,19,49.99,66.64
8b0901ab-c66d-4eb3-8494-5e091d3ca5a4,23,2026-02-01 07:15:56,Nissan Leaf,53.53,57,2.29,122.58,2026-02-01,2026-02,7,48.18,74.4
8ac35ac4-5dea-4737-bdab-3441d2c2a960,18,2026-06-21 08:44:46,GWM Ora 03,46.12,117,2.1,96.85,2026-06-21,2026-06,8,41.51,55.34
c28fa16b-0aa6-4cb9-81bc-be59d296a12d,16,2026-04-24 09:23:04,GWM Ora 03,47.77,41,2.29,109.39,2026-04-24,2026-04,9,42.99,66.4
37f25d36-8bdd-4ee3-b0fd-6672b80f16c5,23,2025-11-21 12:32:02,Porsche Taycan,33.11,106,1.99,65.89,2025-11-21,2025-11,12,29.8,36.09
bc69c155-1a37-46bd-acd6-f011fd61f13b,15,2026-03-08 18:21:47,BYD Dolphin,29.97,21,2.1,62.94,2026-03-08,2026-03,18,26.97,35.97
3f5e3b8c-c058-4da5-a757-075bd47f83b1,18,2025-11-20 09:45:58,GWM Ora 03,16.82,28,2.49,41.88,2025-11-20,2025-11,9,15.14,26.74
0840405a-ffd2-4491-9ff3-89aa4c36a70c,5,2025-08-26 23:42:15,GWM Ora 03,45.68,55,2.49,113.74,2025-08-26,2025-08,23,41.11,72.63
dcb91d5f-593c-472b-8347-dbca7321a8b2,11,2025-10-05 11:53:01,BYD Dolphin,40.35,88,2.1,84.74,2025-10-05,2025-10,11,36.32,48.42
dd83ad03-7066-4289-9644-84a0d1151fff,5,2026-01-31 11:04:42,GWM Ora 03,48.18,65,2.29,110.33,2026-01-31,2026-01,11,43.36,66.97
cfd7f3b9-c68f-4ba5-9e0d-02b5fe7402cd,17,2025-10-14 12:45:02,Porsche Taycan,54.63,26,2.1,114.72,2025-10-14,2025-10,12,49.17,65.55
bcd4344f-cf8a-468e-b5ba-93573ca87f31,15,2026-06-05 22:41:42,Porsche Taycan,45.82,59,1.99,91.18,2026-06-05,2026-06,22,41.24,49.94
dc6dafff-59c2-4153-b06b-0f0c96822e22,28,2026-02-27 07:38:00,BYD Seal,12.43,51,2.49,30.95,2026-02-27,2026-02,7,11.19,19.76
6d9c5b50-a1fd-4187-9c3a-1e0bb5f3f8aa,1,2026-01-22 13:12:05,Volvo EX30,10.8,44,1.99,21.49,2026-01-22,2026-01,13,9.72,11.77
c8ebe27a-23a4-470e-9dbc-15c02a7dc57c,27,2026-06-28 08:14:56,BYD Seal,14.83,25,2.1,31.14,2026-06-28,2026-06,8,13.35,17.79
ce315937-34fa-42b6-9043-7e4c34e50699,22,2026-02-12 22:06:52,BYD Seal,26.36,89,2.1,55.36,2026-02-12,2026-02,22,23.72,31.64
88438de2-59cf-4b0d-91f0-647d0f321333,13,2026-02-02 19:07:14,BYD Seal,20.69,21,2.29,47.38,2026-02-02,2026-02,19,18.62,28.76
2b1ac76c-89ec-4c51-98cb-aa5247f53019,3,2026-02-05 16:00:24,Porsche Taycan,20.64,55,2.1,43.34,2026-02-05,2026-02,16,18.58,24.76
4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,11,2026-06-12 17:02:04,Renault Kwid E-Tech,54.27,96,2.49,135.13,2026-06-12,2026-06,17,48.84,86.29
f3d04ffb-4470-4848-929e-cc924a11be44,9,2026-03-27 09:45:34,BYD Dolphin,49.56,96,2.1,104.08,2026-03-27,2026-03,9,44.6,59.48
e67093a0-fc48-4615-83b0-b35cdba6fdf8,13,2025-12-28 18:43:59,BYD Seal,58.62,101,2.1,123.1,2025-12-28,2025-12,18,52.76,70.34
22b5f457-1860-4d28-90af-b235ade68f51,1,2026-07-02 16:54:42,Nissan Leaf,34.11,94,2.29,78.11,2026-07-02,2026-07,16,30.7,47.41
695e5ea9-c923-4c64-8006-2b5bf67839b2,8,2026-03-01 18:32:40,BYD Dolphin,47.09,98,1.99,93.71,2026-03-01,2026-03,18,42.38,51.33
46feacd4-fe13-43cd-8f2d-5c15eb346d3a,22,2025-09-16 15:15:47,BYD Dolphin,31.42,27,2.1,65.98,2025-09-16,2025-09,15,28.28,37.7
b390b059-207b-4e21-a7e8-d18eddf6d4ac,7,2025-09-23 17:31:18,Porsche Taycan,20.1,24,2.49,50.05,2025-09-23,2025-09,17,18.09,31.96
257035db-3fea-490a-a1f8-072dddb7570e,13,2025-11-13 20:47:56,Porsche Taycan,26.43,120,2.29,60.52,2025-11-13,2025-11,20,23.79,36.73
3f5fbf4f-d417-4230-9274-ee11b61df906,28,2025-08-04 22:50:26,BYD Dolphin,42.4,49,2.29,97.1,2025-08-04,2025-08,22,38.16,58.94
64880945-ad1d-4537-97f3-4368c2efeecb,29,2025-12-31 16:15:13,Porsche Taycan,36.97,109,2.1,77.64,2025-12-31,2025-12,16,33.27,44.37
a1e518a2-93d2-48d4-a465-5c397d4d2add,3,2025-11-05 18:33:20,Renault Kwid E-Tech,19.18,82,1.99,38.17,2025-11-05,2025-11,18,17.26,20.91
600b4b35-6a0a-47d5-a0b8-575544caa5a2,5,2025-08-19 12:03:40,BYD Dolphin,59.6,42,2.1,125.16,2025-08-19,2025-08,12,53.64,71.52
cb6ad0c7-a235-4dd4-9355-08d073b5bad5,19,2026-05-14 23:53:50,BYD Dolphin,56.59,74,2.1,118.84,2026-05-14,2026-05,23,50.93,67.91
67213a70-17d5-4f59-84d5-98f7e14fe093,6,2026-03-11 15:10:46,Nissan Leaf,19.88,51,2.49,49.5,2026-03-11,2026-03,15,17.89,31.61
b1d81887-4739-4c7b-bff3-0c8d83ff3e96,9,2025-12-17 15:36:28,Renault Kwid E-Tech,58.39,120,2.1,122.62,2025-12-17,2025-12,15,52.55,70.07
7466ef02-5e7b-42c8-a097-dedbefb3b939,17,2026-03-18 08:23:25,GWM Ora 03,28.89,84,2.49,71.94,2026-03-18,2026-03,8,26.0,45.94
94fb09f0-53c9-4ae7-bcf0-7bb3f343d9eb,1,2026-05-23 19:48:09,Renault Kwid E-Tech,50.98,68,2.49,126.94,2026-05-23,2026-05,19,45.88,81.06
d8dff535-c62d-4aea-9e70-bd3000a21367,20,2026-02-18 08:48:58,Porsche Taycan,56.08,42,2.1,117.77,2026-02-18,2026-02,8,50.47,67.3
f8ded777-bb1e-4ae8-97d8-21b8bb93cd40,20,2025-11-23 18:29:19,Nissan Leaf,32.68,81,2.49,81.37,2025-11-23,2025-11,18,29.41,51.96
b28187c4-aa05-4442-a284-e8fd755cee2a,7,2025-08-20 16:08:45,BYD Dolphin,33.46,21,2.1,70.27,2025-08-20,2025-08,16,30.11,40.16
cbb18c79-1036-408d-99a0-90075bb47c18,27,2026-03-28 17:31:25,Volvo EX30,56.28,69,2.49,140.14,2026-03-28,2026-03,17,50.65,89.49
f7d7465d-37c3-43c9-a5d0-b51788d00abd,4,2026-03-22 15:41:37,GWM Ora 03,13.56,92,1.99,26.98,2026-03-22,2026-03,15,12.2,14.78
7ea5a387-363b-45cb-9329-37246dfd171a,19,2025-10-06 12:48:27,Porsche Taycan,57.85,82,2.29,132.48,2025-10-06,2025-10,12,52.07,80.41
48998e5f-d40e-43ce-92a7-4a4144bed486,27,2026-06-05 17:44:03,BYD Seal,42.55,51,2.49,105.95,2026-06-05,2026-06,17,38.3,67.65
216e9fe5-93f3-4596-8c1c-8b0556771f36,26,2026-03-16 07:58:52,Porsche Taycan,28.07,102,1.99,55.86,2026-03-16,2026-03,7,25.26,30.6
c9ce44bd-7c3f-4add-9a38-5db590eeb067,9,2025-09-28 14:38:29,BYD Seal,57.21,97,2.1,120.14,2025-09-28,2025-09,14,51.49,68.65
c3231466-aebb-490e-a4e7-51de57ff51d9,15,2026-05-07 11:00:07,Porsche Taycan,48.55,95,2.49,120.89,2026-05-07,2026-05,11,43.7,77.19
a04d4d14-197d-4ae1-8bc2-ea720c648ca2,30,2025-08-25 22:58:12,GWM Ora 03,53.8,52,2.1,112.98,2025-08-25,2025-08,22,48.42,64.56
042b03ca-75a7-4686-9632-1d31c8acffcf,21,2026-07-04 15:32:34,Volvo EX30,42.92,113,2.49,106.87,2026-07-04,2026-07,15,38.63,68.24
28719b9b-db8f-4e32-adef-50031fce01e3,30,2026-02-10 08:06:40,BYD Seal,38.63,54,2.29,88.46,2026-02-10,2026-02,8,34.77,53.69
fde91c42-002c-4c22-b4de-5f7070f81dba,30,2025-10-30 18:44:19,GWM Ora 03,10.32,20,2.1,21.67,2025-10-30,2025-10,18,9.29,12.38
fee5ce69-33cb-402e-ad84-414df54191ea,23,2025-09-02 08:49:44,Volvo EX30,30.89,113,2.49,76.92,2025-09-02,2025-09,8,27.8,49.12
e1d46f82-21c5-4e41-a8ce-e951b0478ea4,7,2026-02-20 11:11:23,GWM Ora 03,19.32,43,2.1,40.57,2026-02-20,2026-02,11,17.39,23.18
dfda35b2-28b2-4f21-8d47-0ed6a6663769,7,2026-03-29 09:28:36,BYD Dolphin,50.72,115,2.1,106.51,2026-03-29,2026-03,9,45.65,60.86
17e52113-4626-43be-a068-8849eec71a30,23,2025-10-16 12:16:57,Nissan Leaf,53.58,33,2.49,133.41,2025-10-16,2025-10,12,48.22,85.19
1519830c-4019-4303-9c45-7e4da79313b8,9,2026-06-05 11:05:18,BYD Dolphin,14.29,63,1.99,28.44,2026-06-05,2026-06,11,12.86,15.58
a61f0b96-e75f-445a-aa1d-3fc65f31273d,1,2025-07-30 13:30:31,BYD Dolphin,43.64,54,1.99,86.84,2025-07-30,2025-07,13,39.28,47.56
a0279a18-6576-4410-8d41-ee472a5fda18,15,2025-07-18 07:06:13,Nissan Leaf,36.12,86,1.99,71.88,2025-07-18,2025-07,7,32.51,39.37
c156e501-b30e-46e8-b9da-5f8c4e35da80,13,2025-11-28 21:30:48,Volvo EX30,26.85,107,2.49,66.86,2025-11-28,2025-11,21,24.17,42.69
1758d47e-a7cd-4143-ade2-14293bf0d9c1,15,2026-01-06 16:52:15,Nissan Leaf,57.05,27,2.49,142.05,2026-01-06,2026-01,16,51.34,90.71
36a2c52b-0047-4139-985d-f528b4258e19,27,2026-01-13 16:51:06,Renault Kwid E-Tech,10.15,37,2.49,25.27,2026-01-13,2026-01,16,9.14,16.13
97fb613a-21f8-4d06-93f3-cade7a10013f,14,2025-07-28 09:55:33,GWM Ora 03,23.97,99,2.1,50.34,2025-07-28,2025-07,9,21.57,28.77
71efe72a-ae13-491e-84fa-4c7239e7a4f1,23,2026-07-01 21:32:26,Renault Kwid E-Tech,43.01,61,1.99,85.59,2026-07-01,2026-07,21,38.71,46.88
57f479b5-b212-46ee-8210-63710260a123,24,2025-07-23 17:55:02,GWM Ora 03,58.48,49,2.29,133.92,2025-07-23,2025-07,17,52.63,81.29
dc3f42e0-fcf7-4842-9edf-3bfad12e0eb5,14,2026-05-21 21:25:47,GWM Ora 03,40.63,80,1.99,80.85,2026-05-21,2026-05,21,36.57,44.28
7a4a902f-21d6-4b0f-b1ac-040d6c1cc405,26,2026-06-17 09:46:24,BYD Seal,24.69,86,2.1,51.85,2026-06-17,2026-06,9,22.22,29.63
16de66c9-6210-4ef6-ba9c-43081221cddf,11,2026-05-03 22:02:08,Renault Kwid E-Tech,34.9,106,1.99,69.45,2026-05-03,2026-05,22,31.41,38.04
1a6b6a7d-1a38-4ad6-8e53-2ffdbb134f02,18,2026-04-21 20:10:57,Porsche Taycan,32.31,89,1.99,64.3,2026-04-21,2026-04,20,29.08,35.22
4c9bff5c-e188-4eaf-9e18-85c35037cd6b,4,2025-11-15 13:13:10,GWM Ora 03,47.66,111,1.99,94.84,2025-11-15,2025-11,13,42.89,51.95
d038e153-c601-418b-a1fa-01ba231ae7c7,28,2025-07-29 11:59:59,Volvo EX30,26.33,48,2.49,65.56,2025-07-29,2025-07,11,23.7,41.86
a43e558c-2215-4f00-9fdf-0e05c0cef31b,20,2025-11-23 21:57:42,Porsche Taycan,16.15,112,2.1,33.91,2025-11-23,2025-11,21,14.53,19.38
11836c4f-2492-44c7-ad58-db1bfe31537a,21,2026-03-23 08:50:44,Renault Kwid E-Tech,26.64,96,2.1,55.94,2026-03-23,2026-03,8,23.98,31.96
9c3de1b0-022b-4683-9033-da6587cf63fd,23,2025-08-17 16:24:58,Porsche Taycan,45.87,120,2.49,114.22,2025-08-17,2025-08,16,41.28,72.94
59e7703a-70aa-4b0d-aa03-8ad4a667b982,11,2026-04-28 19:51:14,BYD Dolphin,21.18,34,1.99,42.15,2026-04-28,2026-04,19,19.06,23.09
bf8e8bfa-a0c9-4a72-b68a-cd40b8f14e3c,21,2025-08-29 16:47:37,Volvo EX30,56.86,36,1.99,113.15,2025-08-29,2025-08,16,51.17,61.98
9db7284b-6965-41d1-ab7e-2e6426c0747e,21,2025-12-22 18:36:47,Nissan Leaf,10.08,44,1.99,20.06,2025-12-22,2025-12,18,9.07,10.99
379d58f9-dc26-4108-b140-11a1afc2ccfc,19,2026-01-29 19:20:49,Porsche Taycan,28.25,97,2.1,59.33,2026-01-29,2026-01,19,25.42,33.91
23d7e6a1-19b8-44fc-a587-1d8916312fc6,13,2026-05-13 13:06:25,BYD Seal,10.46,57,2.49,26.05,2026-05-13,2026-05,13,9.41,16.64
bae1e137-96ee-40e5-9f87-3b46c0a0473a,5,2025-11-04 21:43:29,Porsche Taycan,17.37,105,2.29,39.78,2025-11-04,2025-11,21,15.63,24.15
6dec6bbd-f697-47a1-99fe-3d53624fea4b,9,2026-07-09 07:38:20,Renault Kwid E-Tech,25.44,110,1.99,50.63,2026-07-09,2026-07,7,22.9,27.73
3f6eed9d-23cb-4943-8a84-000350834fef,26,2026-05-04 21:40:53,GWM Ora 03,20.79,27,2.29,47.61,2026-05-04,2026-05,21,18.71,28.9
3f87dfc2-1591-42f2-a505-da9c46e75a2c,26,2026-01-01 10:52:45,Porsche Taycan,20.53,26,2.1,43.11,2026-01-01,2026-01,10,18.48,24.63
b89f3a92-999a-4d86-99db-13028dab66d3,1,2025-10-14 21:46:25,Nissan Leaf,24.96,70,2.1,52.42,2025-10-14,2025-10,21,22.46,29.96
f0f7ad22-c76a-4e0f-88f0-91f09b8b38ae,15,2026-01-03 19:43:30,BYD Dolphin,59.52,87,2.49,148.2,2026-01-03,2026-01,19,53.57,94.63
d8d994b8-d90f-44e9-86dd-f6cab0c30a59,4,2025-12-06 15:44:59,BYD Seal,19.75,61,2.49,49.18,2025-12-06,2025-12,15,17.78,31.4
34981735-4d38-4415-a036-35fca88d4108,23,2026-05-08 07:54:59,BYD Seal,45.48,93,2.49,113.25,2026-05-08,2026-05,7,40.93,72.32
304b2370-8270-4238-9b5f-8f39848b34f0,7,2025-09-23 20:44:30,BYD Seal,24.55,115,2.1,51.56,2025-09-23,2025-09,20,22.1,29.46
a56b61e0-4ba8-44ca-a449-cb6fbf72ae52,24,2025-10-23 06:23:46,Renault Kwid E-Tech,52.81,38,1.99,105.09,2025-10-23,2025-10,6,47.53,57.56
cb35097a-e5dd-48f1-88a7-38ab0df83e12,4,2026-01-23 19:43:53,Volvo EX30,18.41,80,1.99,36.64,2026-01-23,2026-01,19,16.57,20.07
62c965b2-7eb0-462a-bd45-74ebf4655a21,5,2025-10-14 07:07:32,Porsche Taycan,42.5,112,2.49,105.83,2025-10-14,2025-10,7,38.25,67.58
a3595d1f-7fe4-442e-bdb7-88a61cdcc4c2,11,2026-02-06 13:02:07,Porsche Taycan,22.04,96,2.49,54.88,2026-02-06,2026-02,13,19.84,35.04
